Mayor60Años,Conyuge,Dependientes,MesesDeContrato,TelefonoFijo,VariasLineasTelefonicas,ServicioDeInternet,SeguridadOnline,BackupOnline,SeguroEnDispositivo,SoporteTecnico,TVCable,Streaming,TipoDeContrato,PagoOnline,FormaDePago,CuentaMensual,Churn
0,Si,Si,59,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,25.45,No
0,No,No,60,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,20.6,No
0,No,No,7,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,94.1,No
0,Si,Si,59,No,SinServicioTelefonico,DSL,Si,No,Si,No,No,No,UnAño,No,ChequePapel,34.8,No
0,No,No,46,No,SinServicioTelefonico,DSL,Si,No,Si,Si,Si,Si,DosAños,Si,DebitoEnCuenta,60.75,No
0,No,No,5,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,51.35,No
1,Si,No,59,No,SinServicioTelefonico,DSL,Si,No,Si,Si,Si,Si,DosAños,Si,TarjetaDeCredito,64.05,No
0,Si,No,70,Si,Si,DSL,No,Si,Si,Si,Si,Si,DosAños,Si,DebitoEnCuenta,84.8,No
0,No,No,14,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,71.0,Si
0,No,No,44,Si,Si,DSL,No,No,No,No,No,No,Mensual,Si,ChequePapel,50.15,No
0,Si,No,64,Si,Si,FibraOptica,Si,No,Si,No,Si,No,DosAños,Si,TarjetaDeCredito,94.6,No
0,Si,Si,58,No,SinServicioTelefonico,DSL,Si,No,Si,Si,Si,Si,DosAños,No,ChequePapel,59.75,No
1,Si,No,46,Si,Si,FibraOptica,No,No,No,Si,Si,Si,UnAño,No,ChequeDigital,100.25,No
1,Si,No,58,Si,Si,FibraOptica,No,Si,No,No,Si,Si,Mensual,Si,ChequeDigital,98.9,No
0,Si,No,72,Si,Si,FibraOptica,No,Si,No,No,Si,Si,DosAños,Si,TarjetaDeCredito,97.7,No
1,No,No,30,No,SinServicioTelefonico,DSL,No,No,Si,No,Si,No,Mensual,Si,ChequeDigital,40.3,Si
1,No,No,11,Si,Si,DSL,Si,Si,No,No,No,No,Mensual,No,DebitoEnCuenta,60.25,No
1,No,No,34,No,SinServicioTelefonico,DSL,No,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,56.25,No
0,No,No,54,No,SinServicioTelefonico,DSL,Si,Si,No,No,No,Si,DosAños,No,DebitoEnCuenta,46.2,No
0,No,No,3,No,SinServicioTelefonico,DSL,No,Si,No,No,Si,Si,Mensual,Si,ChequeDigital,50.6,Si
0,Si,Si,72,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,24.9,No
0,Si,Si,40,Si,Si,FibraOptica,No,No,Si,Si,No,No,Mensual,Si,ChequeDigital,84.85,Si
0,Si,Si,2,Si,No,DSL,No,No,No,No,Si,Si,Mensual,No,ChequePapel,65.7,Si
0,Si,Si,54,Si,Si,DSL,No,No,Si,No,No,Si,DosAños,No,TarjetaDeCredito,63.35,No
0,No,No,14,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,DebitoEnCuenta,50.1,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequeDigital,70.5,Si
0,No,No,10,Si,Si,FibraOptica,No,Si,Si,No,No,Si,Mensual,Si,ChequeDigital,94.85,Si
0,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,ChequeDigital,50.15,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.75,Si
0,No,No,56,Si,Si,DSL,Si,Si,No,Si,No,No,UnAño,Si,DebitoEnCuenta,64.65,No
0,Si,No,68,Si,No,DSL,Si,Si,No,Si,Si,Si,DosAños,Si,DebitoEnCuenta,79.6,No
0,Si,Si,14,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,ChequePapel,19.5,No
0,Si,Si,68,Si,No,FibraOptica,Si,No,No,Si,Si,Si,DosAños,Si,ChequeDigital,99.55,No
1,Si,No,55,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,74.0,No
0,No,No,16,No,SinServicioTelefonico,DSL,Si,No,No,No,Si,No,Mensual,Si,ChequeDigital,38.9,No
1,No,No,9,Si,No,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,79.55,No
0,Si,Si,14,Si,No,DSL,Si,Si,No,No,Si,No,Mensual,Si,ChequeDigital,65.45,Si
1,Si,No,58,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,98.7,Si
0,No,No,53,No,SinServicioTelefonico,DSL,Si,Si,No,No,No,Si,Mensual,Si,DebitoEnCuenta,46.3,No
0,Si,No,70,Si,Si,FibraOptica,Si,Si,Si,No,Si,No,DosAños,Si,TarjetaDeCredito,99.35,No
1,Si,Si,14,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,95.8,No
0,Si,Si,22,Si,No,DSL,Si,No,Si,Si,Si,No,UnAño,Si,DebitoEnCuenta,67.5,Si
0,Si,No,10,Si,Si,FibraOptica,Si,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,78.15,No
0,Si,Si,29,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,26.1,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,69.6,Si
0,Si,No,49,Si,Si,DSL,Si,No,Si,Si,Si,Si,UnAño,No,ChequeDigital,84.35,Si
1,Si,No,68,Si,Si,FibraOptica,No,Si,No,No,Si,Si,Mensual,Si,ChequeDigital,100.2,Si
0,No,No,1,Si,No,FibraOptica,No,No,No,No,Si,No,Mensual,No,ChequeDigital,78.05,Si
0,No,No,30,No,SinServicioTelefonico,DSL,No,No,No,Si,No,Si,UnAño,Si,TarjetaDeCredito,40.35,No
0,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,No,DosAños,No,TarjetaDeCredito,79.2,No
0,No,No,10,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,20.9,No
0,No,No,7,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,No,ChequeDigital,73.6,Si
0,No,No,9,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,74.75,Si
0,No,Si,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,No,ChequePapel,49.9,No
0,No,No,20,Si,Si,DSL,No,Si,No,Si,No,Si,Mensual,Si,TarjetaDeCredito,68.9,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,20.25,No
0,No,No,29,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,76.0,No
0,No,No,1,Si,No,FibraOptica,No,No,No,Si,No,No,Mensual,No,ChequeDigital,74.0,No
0,No,No,3,Si,No,FibraOptica,Si,No,No,Si,No,No,Mensual,Si,ChequePapel,82.3,No
0,No,No,20,Si,No,FibraOptica,Si,No,Si,No,Si,No,Mensual,Si,DebitoEnCuenta,89.4,No
0,No,Si,64,Si,No,FibraOptica,No,Si,No,Si,Si,Si,Mensual,Si,TarjetaDeCredito,99.15,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,20.2,Si
0,No,No,6,No,SinServicioTelefonico,DSL,Si,No,No,No,No,No,Mensual,No,DebitoEnCuenta,29.45,No
0,Si,No,50,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequeDigital,19.8,No
0,No,No,6,Si,No,DSL,Si,No,No,No,No,Si,Mensual,Si,DebitoEnCuenta,59.15,No
0,Si,Si,7,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,44.75,No
0,Si,Si,72,Si,Si,FibraOptica,No,No,Si,No,No,Si,DosAños,Si,TarjetaDeCredito,90.8,No
0,Si,No,8,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,DebitoEnCuenta,49.55,No
0,Si,Si,67,Si,Si,FibraOptica,Si,No,No,Si,Si,Si,DosAños,No,TarjetaDeCredito,106.7,No
1,Si,No,24,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,93.55,Si
0,Si,No,72,Si,Si,FibraOptica,Si,Si,No,No,No,Si,DosAños,Si,TarjetaDeCredito,94.45,No
0,Si,Si,33,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,DebitoEnCuenta,19.45,No
0,No,No,2,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,25.05,Si
0,Si,No,70,Si,No,DSL,Si,Si,No,Si,No,Si,DosAños,No,ChequePapel,67.95,No
0,No,No,22,Si,No,DSL,No,Si,Si,No,Si,No,UnAño,No,DebitoEnCuenta,65.25,No
0,No,No,59,Si,Si,FibraOptica,Si,Si,Si,No,No,Si,Mensual,Si,DebitoEnCuenta,99.45,No
0,No,No,36,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,TarjetaDeCredito,20.35,No
0,Si,Si,51,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,19.95,No
0,Si,No,53,Si,Si,DSL,Si,No,Si,Si,Si,No,UnAño,No,DebitoEnCuenta,77.4,No
0,Si,Si,20,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,DebitoEnCuenta,19.7,No
0,Si,No,63,Si,No,FibraOptica,Si,No,Si,No,Si,Si,DosAños,No,TarjetaDeCredito,99.7,No
0,No,No,40,Si,No,FibraOptica,No,Si,No,No,No,No,Mensual,No,TarjetaDeCredito,74.8,No
0,No,No,35,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,Si,ChequePapel,19.15,No
0,Si,Si,26,Si,No,FibraOptica,No,No,No,No,No,Si,UnAño,No,DebitoEnCuenta,78.95,No
1,Si,No,27,Si,Si,FibraOptica,No,Si,Si,No,No,Si,Mensual,Si,ChequeDigital,95.55,Si
0,No,Si,53,Si,No,DSL,Si,Si,No,Si,No,No,UnAño,No,TarjetaDeCredito,62.85,No
1,Si,No,34,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,No,TarjetaDeCredito,71.55,No
1,Si,No,19,Si,Si,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,94.95,No
0,Si,No,43,Si,No,FibraOptica,Si,Si,Si,No,No,No,Mensual,Si,TarjetaDeCredito,86.1,No
0,Si,Si,6,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.55,No
0,No,Si,56,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,Si,ChequePapel,24.8,No
0,No,No,57,No,SinServicioTelefonico,DSL,No,Si,No,No,Si,No,Mensual,Si,ChequeDigital,39.3,Si
0,Si,Si,34,Si,No,FibraOptica,No,No,Si,No,Si,No,Mensual,Si,ChequePapel,84.05,No
0,No,No,10,No,SinServicioTelefonico,DSL,No,Si,No,Si,No,No,Mensual,No,ChequeDigital,36.25,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,20.25,Si
0,No,No,13,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,Si,ChequeDigital,23.9,Si
0,No,No,56,Si,Si,FibraOptica,No,Si,No,No,Si,Si,Mensual,No,ChequeDigital,98.6,No
0,Si,No,55,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,TarjetaDeCredito,103.65,No
0,Si,Si,36,Si,Si,DSL,Si,Si,Si,Si,Si,Si,DosAños,Si,TarjetaDeCredito,92.9,No
0,Si,No,47,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,DebitoEnCuenta,19.9,No
0,Si,Si,12,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,TarjetaDeCredito,20.1,No
0,No,No,1,Si,No,FibraOptica,No,No,Si,No,Si,No,Mensual,Si,ChequeDigital,85.45,Si
1,No,No,24,Si,Si,FibraOptica,No,Si,No,No,No,No,Mensual,Si,ChequeDigital,80.5,No
0,No,No,63,Si,Si,FibraOptica,No,Si,No,No,Si,Si,UnAño,No,DebitoEnCuenta,99.9,Si
1,No,No,35,No,SinServicioTelefonico,DSL,No,No,Si,No,Si,No,Mensual,Si,ChequeDigital,39.85,No
0,No,No,67,Si,No,DSL,Si,Si,No,Si,No,No,UnAño,No,TarjetaDeCredito,60.5,No
0,No,No,25,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,84.8,Si
0,No,No,21,Si,Si,FibraOptica,Si,No,Si,No,Si,Si,Mensual,No,ChequePapel,103.85,No
0,No,No,13,Si,No,DSL,Si,Si,No,Si,No,Si,Mensual,No,DebitoEnCuenta,67.8,No
0,Si,No,35,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,75.2,Si
1,Si,No,71,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,24.85,No
0,No,No,29,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,TarjetaDeCredito,19.35,No
0,Si,No,71,No,SinServicioTelefonico,DSL,No,Si,No,No,Si,Si,DosAños,No,ChequeDigital,49.35,Si
1,Si,No,7,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,Si,ChequeDigital,89.0,No
1,No,No,57,No,SinServicioTelefonico,DSL,No,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,55.0,No
0,Si,No,65,Si,Si,DSL,Si,No,Si,Si,No,Si,DosAños,No,DebitoEnCuenta,76.15,No
0,No,No,27,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,ChequePapel,20.3,No
0,No,No,6,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,74.9,Si
1,No,No,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,DosAños,Si,TarjetaDeCredito,117.35,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,19.75,No
0,No,No,11,Si,No,DSL,No,No,No,No,No,No,Mensual,No,TarjetaDeCredito,45.2,No
0,Si,Si,39,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,25.2,No
1,No,No,59,Si,Si,FibraOptica,Si,Si,Si,No,No,No,Mensual,Si,ChequeDigital,89.75,No
0,No,No,26,Si,No,DSL,Si,No,No,Si,Si,Si,UnAño,No,DebitoEnCuenta,75.0,No
1,No,No,2,Si,No,DSL,No,No,Si,No,No,No,Mensual,No,ChequePapel,49.95,No
0,Si,Si,72,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,Si,Si,DosAños,No,DebitoEnCuenta,65.7,No
0,Si,No,65,Si,Si,DSL,Si,Si,Si,No,No,No,UnAño,No,TarjetaDeCredito,67.05,No
0,Si,Si,72,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,DosAños,No,TarjetaDeCredito,110.9,No
0,No,No,6,Si,Si,FibraOptica,No,No,No,Si,No,Si,Mensual,Si,DebitoEnCuenta,87.95,No
1,No,No,32,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,TarjetaDeCredito,19.8,No
0,Si,No,50,Si,Si,DSL,No,No,Si,No,Si,Si,UnAño,No,DebitoEnCuenta,75.7,No
0,Si,No,61,No,SinServicioTelefonico,DSL,Si,No,Si,Si,Si,Si,DosAños,Si,ChequePapel,62.15,No
0,No,No,15,Si,No,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,ChequeDigital,101.25,Si
0,Si,No,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,DosAños,No,DebitoEnCuenta,115.15,No
0,No,No,9,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,ChequePapel,18.95,Si
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,19.5,No
0,No,No,12,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,86.55,No
0,No,No,37,No,SinServicioTelefonico,DSL,No,No,No,Si,No,No,Mensual,No,TarjetaDeCredito,28.6,Si
0,Si,Si,61,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,ChequePapel,20.4,No
0,Si,Si,18,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,DebitoEnCuenta,19.8,No
0,No,Si,21,Si,No,DSL,No,No,No,No,No,No,Mensual,No,ChequePapel,45.65,No
0,Si,Si,68,No,SinServicioTelefonico,DSL,Si,Si,Si,Si,No,Si,DosAños,Si,ChequePapel,56.4,No
1,No,No,12,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,TarjetaDeCredito,73.3,No
1,No,No,2,No,SinServicioTelefonico,DSL,No,No,No,No,No,No,Mensual,No,ChequeDigital,24.35,Si
0,Si,No,62,Si,Si,FibraOptica,No,No,Si,No,Si,Si,Mensual,Si,ChequeDigital,101.35,No
1,No,No,29,Si,Si,FibraOptica,No,No,No,Si,Si,Si,Mensual,No,ChequeDigital,98.65,Si
0,No,Si,1,No,SinServicioTelefonico,DSL,No,Si,No,Si,No,No,Mensual,No,ChequePapel,33.6,No
1,Si,No,5,Si,Si,FibraOptica,No,No,Si,No,No,No,Mensual,Si,DebitoEnCuenta,79.9,Si
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequeDigital,20.7,No
0,No,Si,62,Si,Si,FibraOptica,No,No,Si,Si,Si,Si,DosAños,Si,ChequeDigital,104.05,No
0,Si,Si,36,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,20.25,No
1,No,No,28,Si,Si,FibraOptica,No,No,Si,Si,Si,Si,Mensual,Si,ChequeDigital,103.3,Si
0,Si,Si,69,Si,Si,DSL,Si,Si,No,Si,Si,No,UnAño,No,TarjetaDeCredito,73.7,No
0,Si,No,11,Si,Si,FibraOptica,Si,No,No,Si,Si,No,Mensual,Si,TarjetaDeCredito,96.2,Si
0,Si,No,63,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,Mensual,Si,ChequeDigital,108.75,No
0,No,No,23,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,DebitoEnCuenta,20.15,No
0,No,No,10,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,TarjetaDeCredito,19.75,No
0,Si,No,71,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,Si,TarjetaDeCredito,25.95,No
1,No,No,45,Si,Si,DSL,Si,No,No,Si,No,Si,Mensual,Si,ChequeDigital,70.05,No
0,Si,Si,70,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,24.05,No
0,No,Si,22,Si,Si,FibraOptica,No,No,No,No,No,Si,Mensual,Si,ChequeDigital,84.75,No
0,Si,Si,52,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,23.05,No
0,Si,No,55,Si,Si,FibraOptica,No,No,Si,Si,Si,Si,UnAño,Si,ChequeDigital,104.15,Si
0,No,No,65,No,SinServicioTelefonico,DSL,Si,No,Si,Si,Si,Si,DosAños,No,TarjetaDeCredito,59.95,No
0,Si,Si,72,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,DebitoEnCuenta,19.55,No
0,Si,No,10,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,DebitoEnCuenta,19.6,No
0,No,Si,7,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,ChequePapel,20.05,No
1,No,No,5,Si,No,FibraOptica,No,Si,No,No,No,Si,Mensual,Si,ChequeDigital,85.55,No
0,Si,Si,24,Si,Si,DSL,Si,No,Si,No,Si,Si,DosAños,No,TarjetaDeCredito,78.6,No
0,Si,Si,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,DosAños,Si,TarjetaDeCredito,116.8,No
0,No,No,21,No,SinServicioTelefonico,DSL,Si,No,No,Si,Si,No,Mensual,Si,ChequePapel,43.55,No
0,Si,No,69,No,SinServicioTelefonico,DSL,No,Si,Si,Si,Si,Si,UnAño,Si,TarjetaDeCredito,60.8,No
0,Si,Si,44,Si,No,DSL,No,Si,No,Si,No,No,Mensual,Si,DebitoEnCuenta,54.9,No
1,Si,Si,61,Si,Si,DSL,No,No,Si,No,Si,No,UnAño,Si,ChequeDigital,65.2,No
1,No,No,24,Si,Si,FibraOptica,No,Si,Si,No,Si,Si,Mensual,Si,TarjetaDeCredito,102.95,Si
0,No,No,1,Si,No,FibraOptica,No,No,No,No,Si,Si,Mensual,No,ChequeDigital,90.6,Si
0,No,No,6,Si,No,DSL,No,No,No,Si,No,No,Mensual,Si,DebitoEnCuenta,50.8,Si
0,No,No,4,Si,Si,FibraOptica,No,Si,No,No,No,Si,Mensual,Si,ChequeDigital,90.05,Si
0,Si,No,72,Si,Si,FibraOptica,No,Si,Si,Si,Si,Si,DosAños,Si,ChequeDigital,108.2,No
0,No,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,DosAños,No,DebitoEnCuenta,92.0,No
1,Si,No,14,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,75.1,No
0,No,No,7,Si,Si,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,Si,DebitoEnCuenta,25.05,No
0,No,No,48,Si,No,FibraOptica,No,Si,No,No,No,No,UnAño,No,ChequeDigital,75.15,No
0,Si,Si,55,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,ChequePapel,19.5,No
0,No,No,1,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,TarjetaDeCredito,19.3,No
0,No,No,45,Si,No,FibraOptica,Si,Si,Si,Si,Si,Si,UnAño,No,TarjetaDeCredito,112.2,No
0,No,No,3,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequePapel,70.3,No
0,Si,No,71,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,DosAños,No,ChequePapel,19.6,No
0,Si,No,8,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,Mensual,No,ChequePapel,20.25,No
0,Si,No,3,Si,Si,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,75.85,Si
0,Si,Si,69,Si,No,DSL,Si,Si,No,Si,Si,Si,DosAños,No,DebitoEnCuenta,80.65,No
0,Si,Si,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequeDigital,68.5,Si
1,Si,No,72,Si,Si,FibraOptica,Si,Si,Si,Si,Si,Si,DosAños,Si,TarjetaDeCredito,115.75,No
0,No,No,11,Si,No,FibraOptica,Si,No,No,No,No,No,Mensual,Si,ChequeDigital,73.5,Si
0,No,No,71,Si,Si,DSL,Si,Si,Si,Si,No,Si,DosAños,No,DebitoEnCuenta,80.6,No
0,No,No,1,Si,No,FibraOptica,No,No,No,No,No,No,Mensual,Si,ChequePapel,69.95,Si
0,Si,No,33,No,SinServicioTelefonico,DSL,Si,No,Si,Si,Si,Si,DosAños,No,DebitoEnCuenta,59.55,No
0,No,No,16,Si,No,No,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,SinServicioDeInternet,UnAño,No,ChequePapel,19.05,No
1,Si,No,56,Si,Si,FibraOptica,Si,Si,Si,Si,No,No,UnAño,No,ChequeDigital,95.65,No
