nFacID;cFacSerie;cFacNumero;cComCodigo;cConVoucher;idProveedor;nMon_ID;nTC;desRUC;desProveedor;desDireccion;idFormaPago;Descripcion;cMonNombre;nComDetalle;idInsumo;nFacDCantidad;nFacDPrecio;nFacDAfecto;nFacDExento;nFacDDcto;nFacDIGV;nFacDIGVPercep;nFacDMonto;cInsCod;cInsSerie;DesLogIns;idUnidadMedida;DesLogUniMed;idTipoInsumo;DesTipoInsumo;nSubID;cSubDescripcion;dFacFecDoc;dFacFecOpera;dFechaSistema;dFacFecAnulo;dFechaVencimiento;dFacFecCancelo;nSucID;cSucCodigo;cSucNombre;cFacOCRefer;idContrato;Contrato;Nombre;sFacTipo;nFacMonto;cMonSimbolo;nNotUnico;cUsuFecha;estado
414;026;0023242        ;FC ;7     ;1;2;3.06;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1705;1;6.11;6.11;0;0;1.1609;0;7.2709;3943445CP                                         ;                                                                                                    ;CRUCETA DE VÁLVULA                                                                                  ;1;UNIDAD (ES)                                       ;13;VALVULAS                                ;46;VALVULA CHECK;39938;39938;39938;;39968;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0411                                       ;0;NINGUNO.;;C;57.71;$;0;39938.75439;1
414;026;0023242        ;FC ;7     ;1;2;3.06;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1706;2;4.403;8.806;0;0;1.67314;0;10.47914;3966719CP                                         ;                                                                                                    ;VARILLA DE LEVANTE                                                                                  ;1;UNIDAD (ES)                                       ;13;VALVULAS                                ;46;VALVULA CHECK;39938;39938;39938;;39968;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0411                                       ;0;NINGUNO.;;C;57.71;$;0;39938.75439;1
414;026;0023242        ;FC ;7     ;1;2;3.06;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;2055;1;6.39;6.39;0;0;1.2141;0;7.6041;3941140CP                                         ;                                                                                                    ;SUPPORT-ROCKER L                                                                                    ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;157;SOPORTE SEGURO;39938;39938;39938;;39968;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0411                                       ;0;NINGUNO.;;C;57.71;$;0;39938.75439;1
414;026;0023242        ;FC ;7     ;1;2;3.06;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1702;1;22.652;22.652;0;0;4.30388;0;26.95588;3964713CP                                         ;                                                                                                    ;BALANCIN                                                                                            ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;65;BALANCIN;39938;39938;39938;;39968;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0411                                       ;0;NINGUNO.;;C;57.71;$;0;39938.75439;1
414;026;0023242        ;FC ;7     ;1;2;3.06;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1703;1;4.54;4.54;0;0;0.8626;0;5.4026;3966658CP                                         ;                                                                                                    ;EJE DE BALANCIN                                                                                     ;1;UNIDAD (ES)                                       ;8;ESTRUCTURA                              ;15;PIN;39938;39938;39938;;39968;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0411                                       ;0;NINGUNO.;;C;57.71;$;0;39938.75439;1
415;001;8254           ;FC ;8     ;7;2;2.97;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;12;LETRA ;Dólares Americanos;FACTURA;7;15;13.83;207.45;0;0;39.4155;0;246.8655;FF5580                                            ;FF5580                                                                                              ;FILTRO DE COMBUSTIBLE (11LB-70020)                                                                  ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;3;FILTRO DE PETROLEO ;39939;39939;39939;;39939;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0504                                       ;0;NINGUNO.;;C;421.12;$;0;39939.72182;1
415;001;8254           ;FC ;8     ;7;2;2.97;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;12;LETRA ;Dólares Americanos;FACTURA;12;7;15.99;111.93;0;0;21.2667;0;133.1967;WF2075                                            ;WF2075                                                                                              ;FILTRO DE REFRIGERANTE                                                                              ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;2;FILTRO DE REFRIGERANTE;39939;39939;39939;;39939;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0504                                       ;0;NINGUNO.;;C;421.12;$;0;39939.72182;1
415;001;8254           ;FC ;8     ;7;2;2.97;20512834656              ;ECOREP S.A.C.                                                                                       ;AV. JAVIER PRADO ESTE NRO. 1520 LIMA - LIMA - SAN ISIDRO                                            ;12;LETRA ;Dólares Americanos;FACTURA;26;5;6.9;34.5;0;0;6.555;0;41.055;FS1280                                            ;                                                                                                    ;FILTRO SEPARADOR DE AGUA(11E1-70210)                                                                ;1;UNIDAD (ES)                                       ;1;FILTRO                                  ;27;FILTRO SEPARADOR DE PETROLEO;39939;39939;39939;;39939;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0504                                       ;0;NINGUNO.;;C;421.12;$;0;39939.72182;1
416;001;025638         ;FC ;9     ;35;1;2.97;20505075723              ;DISTRIBUIDORA DE MANGUERAS HIDRAULICAS S.A.C                                                        ;"AV. AVIACION NRO. 1251 LIMA - LIMA - LA VICTORIA
                                                   ";16;CHEQUE;Nuevos Soles;FACTURA;2163;1;367.65;367.65;0;0;69.8535;0;437.5035;31NB-61030CP                                      ;                                                                                                    ;MANGUERA H/P                                                                                        ;1;UNIDAD (ES)                                       ;5;MANGUERA                                ;8;MANGUERA HIDRAULICA;39948;39948;39948;;39949;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;437.5;S/;0;39948.77213;1
417;026;0023450        ;FC ;10    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1480;1;131.63;131.63;0;0;25.0097;0;156.6397;3910739CP                                         ;                                                                                                    ;RODAJE DE POLEA (3910739)                                                                           ;1;UNIDAD (ES)                                       ;8;ESTRUCTURA                              ;177;RODAJE.;39951;39951;39951;;39981;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0506                                       ;0;NINGUNO.;;C;172.99;$;0;39951.49484;1
417;026;0023450        ;FC ;10    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;2119;1;13.74;13.74;0;0;2.6106;0;16.3506;3926703CP                                         ;                                                                                                    ;ABRAZADERA (3926703)                                                                                ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;39951;39951;39951;;39981;;1;SC1;SUCURSAL 1                                                                                          ;HCE-09-0506                                       ;0;NINGUNO.;;C;172.99;$;0;39951.49484;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1457;1;300.2945;300.2945;0;0;57.05596;0;357.35046;4025271CP                                         ;                                                                                                    ;JGO. DE EMPAQUES DE ALTA                                                                            ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;230;KIT EMPAQUES DE ALTA;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1202;1;310.7007;310.7007;0;0;59.03313;0;369.73383;3800558CP                                         ;                                                                                                    ;JGO DE EMPAQUE DE BAJA                                                                              ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;55;EMPAQUE DE BAJA  MOTOR;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1206;4;1.2047;4.8188;0;0;0.91557;0;5.73437;3004258CP                                         ;                                                                                                    ;"TAPON DE 1 3/16 ""                                                                                   ";1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;877;2;5.2031;10.4062;0;0;1.97718;0;12.38338;3922072CP                                         ;                                                                                                    ;TAPON                                                                                               ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1207;4;1.7984;7.1936;0;0;1.36678;0;8.56038;3905401CP                                         ;                                                                                                    ;TAPON DE 1 3/8 PULG                                                                                 ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1459;5;152.9496;764.748;0;0;145.30212;0;910.05012;3800328CP                                         ;                                                                                                    ;KIT LINER                                                                                           ;1;UNIDAD (ES)                                       ;13;SISTEMA DE ENFRIAMIENTO                 ;151;ENFRIADOR;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1460;1;3.0206;3.0206;0;0;0.57391;0;3.59451;S923ECP                                           ;                                                                                                    ;DRAINCOCK                                                                                           ;1;UNIDAD (ES)                                       ;13;SISTEMA DE ENFRIAMIENTO                 ;151;ENFRIADOR;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;880;1;1.34;1.34;0;0;0.2546;0;1.5946;3920706CP                                         ;                                                                                                    ;TAPON                                                                                               ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1204;1;2.7412;2.7412;0;0;0.52083;0;3.26203;3901969CP                                         ;                                                                                                    ;TAPON DE EXPANSION (PLANO) 2                                                                        ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1203;1;1.7964;1.7964;0;0;0.34132;0;2.13772;3926048CP                                         ;                                                                                                    ;SELLO O RING                                                                                        ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;148;ASIENTO DE VALVULA ;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1461;1;8.9919;8.9919;0;0;1.70846;0;10.70036;3930827CP                                         ;                                                                                                    ;HOSE,PLAIN                                                                                          ;1;UNIDAD (ES)                                       ;5;MANGUERA                                ;134;MANGUERA;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1462;2;1.3619;2.7238;0;0;0.51752;0;3.24132;3918163CP                                         ;                                                                                                    ;ABRAZADERA DE MANGUERA                                                                              ;1;UNIDAD (ES)                                       ;9;ACCESORIO                               ;72;ABRAZADERA;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1212;2;21.1091;42.2182;0;0;8.02146;0;50.23966;3928639CP                                         ;                                                                                                    ;TERMOSTATO MOTOR 6C8.3                                                                              ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;140;TERMOSTATO;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;883;2;1.1698;2.3396;0;0;0.44452;0;2.78412;3963983CP                                         ;                                                                                                    ;ARANDELA                                                                                            ;1;UNIDAD (ES)                                       ;9;OTROS;166;ARANDELA.;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
418;026;23483          ;FC ;11    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1347;1;2.4793;2.4793;0;0;0.47107;0;2.95037;3906694CP                                         ;                                                                                                    ;ANILLO (3906694)                                                                                    ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;129;O RING;39951;39951;39951;;39982;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;1744.32;$;0;39951.63651;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1348;1;0.9952;0.9952;0;0;0.18909;0;1.18429;3906695CP                                         ;                                                                                                    ;ANILLO DE JEBE                                                                                      ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;129;O RING;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1210;2;2.5492;5.0984;0;0;0.9687;0;6.0671;3918192CP                                         ;                                                                                                    ;ARANDELA                                                                                            ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;51;ARANDELA;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;883;2;1.1698;2.3396;0;0;0.44452;0;2.78412;3963983CP                                         ;                                                                                                    ;ARANDELA                                                                                            ;1;UNIDAD (ES)                                       ;9;OTROS;166;ARANDELA.;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1352;1;1.7265;1.7265;0;0;0.32804;0;2.05454;3910260CP                                         ;                                                                                                    ;JEBE                                                                                                ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;129;O RING;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1466;1;43.321;43.321;0;0;8.23099;0;51.55199;4955372CP                                         ;                                                                                                    ;RETEN POST. CIGUEÑAL (4955372)                                                                      ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;130;RETENES;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1216;1;1.0127;1.0127;0;0;0.19241;0;1.20511;3935032CP                                         ;                                                                                                    ;SELLO RECTANGULAR                                                                                   ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;130;RETENES;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;883;2;1.1698;2.3396;0;0;0.44452;0;2.78412;3963983CP                                         ;                                                                                                    ;ARANDELA                                                                                            ;1;UNIDAD (ES)                                       ;9;OTROS;166;ARANDELA.;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1210;2;2.5492;5.0984;0;0;0.9687;0;6.0671;3918192CP                                         ;                                                                                                    ;ARANDELA                                                                                            ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;51;ARANDELA;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1231;1;86.7937;86.7937;0;0;16.4908;0;103.2845;4988747CP                                         ;                                                                                                    ;BOMBA DE TRANSFERENCIA                                                                              ;1;UNIDAD (ES)                                       ;9;BOMBA;119;BOMBA;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;884;2;2.5666;5.1332;0;0;0.97531;0;6.10851;3918188CP                                         ;                                                                                                    ;ARANDELA                                                                                            ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;51;ARANDELA;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1467;1;300.9056;300.9056;0;0;57.17206;0;358.07766;3930234CP                                         ;                                                                                                    ;SOLENOID,FUEL PUMP                                                                                  ;1;UNIDAD (ES)                                       ;9;BOMBA;119;BOMBA;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1336;1;2.06;2.06;0;0;0.3914;0;2.4514;3930911CP                                         ;                                                                                                    ;ANILLO DE JEBE                                                                                      ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;129;O RING;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1468;1;1.4666;1.4666;0;0;0.27865;0;1.74525;3201562CP                                         ;                                                                                                    ;ANILO DE JEBE                                                                                       ;1;UNIDAD (ES)                                       ;15;ARO / SELLO                             ;44;ANILLO DE JEBE;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1469;1;276.0426;276.0426;0;0;52.44809;0;328.49069;3974815CP                                         ;                                                                                                    ;CORE COOLER                                                                                         ;1;UNIDAD (ES)                                       ;20;NINGUNO   ;71;NINGUNO;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1470;1;0.7333;0.7333;0;0;0.13933;0;0.87263;3900955CP                                         ;                                                                                                    ;TAPON                                                                                               ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;33;TAPON;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
419;026;0023484        ;FC ;12    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1217;2;2.5492;5.0984;0;0;0.9687;0;6.0671;3918190CP                                         ;                                                                                                    ;ARANDELA                                                                                            ;1;UNIDAD (ES)                                       ;13;MOTOR                                   ;51;ARANDELA;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;880.8;$;0;39952.45474;1
420;026;0023485        ;FC ;13    ;1;2;2.97;20302241598              ;KOMATSU-MITSUI MAQUINARIAS PERU S.A.                                                                ;AV. ARGENTINA 4453 - CALLAO                                                                         ;20;CHEQUE DIFERIDO 30 DIAS;Dólares Americanos;FACTURA;1223;1;326.502;326.502;0;0;62.03538;0;388.53738;3800828CP                                         ;                                                                                                    ;BOMBA DE ACEITE                                                                                     ;1;UNIDAD (ES)                                       ;13;BOMBA;56;BOMBA DE ACEITE;39951;39951;39952;;39983;;1;SC1;SUCURSAL 1                                                                                          ;                                                  ;0;NINGUNO.;;C;2197;$;0;39952.48674;1
