id;fecha;raz_soc_prove;mat_id;med_id;cantidad;precio;idMoneda;TCV_a_Soles;Precio_S;Subtotal_S
OC-0072-08-16;22/08/2016;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;05304014;3;6;22.5;2;3.323;74.7675;448.605
OC-0072-08-16;22/08/2016;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;05302012;3;2;15.5;2;3.323;51.5065;103.013
OC-0073-08-16;22/08/2016;DIMARI TOTAL SECURITY EIRL ;03203033;16;20;8.91;1;1;8.91;178.2
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;01601013;16;25;2.8;1;1;2.8;70
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;02205003;16;5;27;1;1;27;135
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;01505001;25;4;60;1;1;60;240
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;01505002;25;5;11;1;1;11;55
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;03203045;18;10;4.1;1;1;4.1;41
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;03203094;18;5;37;1;1;37;185
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;03203095;18;5;37;1;1;37;185
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;03203096;18;5;37;1;1;37;185
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;05303007;16;10;5;1;1;5;50
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;07401130;22;3;8.5;1;1;8.5;25.5
OC-0074-08-16;22/08/2016;SG INDUSTRIAL SAC;03203102;16;10;20.5;1;1;20.5;205
OC-0009-09-16;6/09/2016;TAI LOY SA;06801142;16;12;0.898305;1;1;0.898305;10.77966
OC-0009-09-16;6/09/2016;TAI LOY SA;06801026;5;8;15.254237;1;1;15.254237;122.033896
OC-0009-09-16;6/09/2016;TAI LOY SA;01801008;16;3;27.881355;1;1;27.881355;83.644065
OC-0075-08-16;23/08/2016;INDURA PERU S.A.;02402003;17;500;14;1;1;14;7000
OC-0075-08-16;23/08/2016;INDURA PERU S.A.;02403001;17;800;4.3;1;1;4.3;3440
OC-0076-08-16;23/08/2016;SEDISA SAC;06301003;7;200;2.83;2;3.342;9.45786;1891.572
OC-0076-08-16;23/08/2016;SEDISA SAC;06301001;7;100;2.86;2;3.342;9.55812;955.812
OC-0076-08-16;23/08/2016;SEDISA SAC;01501002;16;500;0.89;2;3.342;2.97438;1487.19
OC-0076-08-16;23/08/2016;SEDISA SAC;01501005;16;500;1.5;2;3.342;5.013;2506.5
OC-0079-08-16;23/08/2016;DIMARI TOTAL SECURITY EIRL ;01501022;16;12;8.58;1;1;8.58;102.96
OC-0085-08-16;24/08/2016;C & M SERVICENTROS SOCIEDAD ANONIMA CERRADA;01401007;3;266.07;8.605;1;1;8.605;2289.53235
OC-0001-09-16;5/09/2016;DIMARI TOTAL SECURITY EIRL ;01601015;16;2;7.2;1;1;7.2;14.4
OC-0070-08-16;19/08/2016;MANIOPERU SAC;02203077;2;1;428.81;1;1;428.81;428.81
OC-0089-08-16;26/08/2016;MANIOPERU SAC;02203124;2;1;516.47;1;1;516.47;516.47
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05201088;4;0.4;43.7;2;3.346;146.2202;58.48808
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05202001;4;0.4;17.415;2;3.346;58.27059;23.308236
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05203001;4;0.9;4.83;2;3.346;16.16118;14.545062
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05201108;4;0.06;69.445;2;3.346;232.36297;13.941778
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05202027;4;0.06;28.485;2;3.346;95.31081;5.718649
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05203034;4;0.06;7.405;2;3.346;24.77713;1.486628
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05201074;4;0.22;82.905;2;3.346;277.40013;61.028029
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05202007;4;0.22;40.72;2;3.346;136.24912;29.974806
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05203020;4;0.22;9.06;2;3.346;30.31476;6.669247
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05202023;4;0.5;1.995;2;3.346;6.67527;3.337635
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05203023;4;0.5;2.22;2;3.346;7.42812;3.71406
OC-0090-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;01301002;4;5;2.62;2;3.346;8.76652;43.8326
OC-0092-08-16;29/08/2016;TUBISA SAC;00101485;2;2;1437.89;2;3.346;4811.17994;9622.35988
OC-0095-08-16;31/08/2016;MANIOPERU SAC;02203111;6;50;4.66;1;1;4.66;233
OC-0091-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05201071;4;1;14.08;2;3.346;47.11168;47.11168
OC-0097-08-16;31/08/2016;RAGEN S.A.;00101039;2;130;16.31;2;3.371;54.98101;7147.5313
OC-0097-08-16;31/08/2016;RAGEN S.A.;00101008;2;4;423.95;2;3.371;1429.13545;5716.5418
OC-0097-08-16;31/08/2016;RAGEN S.A.;00101108;2;55;217.02;2;3.371;731.57442;40236.5931
OC-0001-09-16;5/09/2016;DIMARI TOTAL SECURITY EIRL ;03203101;22;2;13.56;1;1;13.56;27.12
OC-0001-09-16;5/09/2016;DIMARI TOTAL SECURITY EIRL ;03203030;16;6;25.65;1;1;25.65;153.9
OC-0001-09-16;5/09/2016;DIMARI TOTAL SECURITY EIRL ;03203033;16;6;8.91;1;1;8.91;53.46
OC-0001-09-16;5/09/2016;DIMARI TOTAL SECURITY EIRL ;03203167;16;6;17.8;1;1;17.8;106.8
OC-0001-09-16;5/09/2016;DIMARI TOTAL SECURITY EIRL ;01501010;16;2;7.605;1;1;7.605;15.21
OC-0001-09-16;5/09/2016;DIMARI TOTAL SECURITY EIRL ;01501011;16;15;10.2414;1;1;10.2414;153.621
OC-0002-09-16;5/09/2016;SG INDUSTRIAL SAC;01601009;7;200;2.7;1;1;2.7;540
OC-0009-09-16;6/09/2016;TAI LOY SA;01801009;16;1;27.881355;1;1;27.881355;27.881355
OC-0009-09-16;6/09/2016;TAI LOY SA;01801010;16;1;27.881355;1;1;27.881355;27.881355
OC-0009-09-16;6/09/2016;TAI LOY SA;01801011;16;1;27.881355;1;1;27.881355;27.881355
OC-0009-09-16;6/09/2016;TAI LOY SA;06801007;16;12;1.906779;1;1;1.906779;22.881348
OC-0009-09-16;6/09/2016;TAI LOY SA;06801048;19;1;3.754237;1;1;3.754237;3.754237
OC-0009-09-16;6/09/2016;TAI LOY SA;06801073;16;6;2.762711;1;1;2.762711;16.576266
OC-0009-09-16;6/09/2016;TAI LOY SA;06801108;16;1;0.737288;1;1;0.737288;0.737288
OC-0010-09-16;6/09/2016;TODO PARA CORTAR Y SOLDAR SAC ;01504012;16;1;8.4;2;3.399;28.5516;28.5516
OC-0010-09-16;6/09/2016;TODO PARA CORTAR Y SOLDAR SAC ;01504013;16;3;8.4;2;3.399;28.5516;85.6548
OC-0015-09-16;7/09/2016;COMPAÃ?IA H CARLOS SCHNEIDER PERU SAC ;05202025;4;1.3;4.24;2;3.375;14.31;18.603
OC-0015-09-16;7/09/2016;COMPAÃ?IA H CARLOS SCHNEIDER PERU SAC ;05203043;4;1;2.43;2;3.375;8.20125;8.20125
OC-0015-09-16;7/09/2016;COMPAÃ?IA H CARLOS SCHNEIDER PERU SAC ;05202023;4;0.2;1.9;2;3.375;6.4125;1.2825
OC-0015-09-16;7/09/2016;COMPAÃ?IA H CARLOS SCHNEIDER PERU SAC ;05203023;4;0.2;1.6;2;3.375;5.4;1.08
OC-0015-09-16;7/09/2016;COMPAÃ?IA H CARLOS SCHNEIDER PERU SAC ;05201130;4;2.8;57.88;2;3.375;195.345;546.966
OC-0015-09-16;7/09/2016;COMPAÃ?IA H CARLOS SCHNEIDER PERU SAC ;05202047;4;2.8;32.14;2;3.375;108.4725;303.723
OC-0015-09-16;7/09/2016;COMPAÃ?IA H CARLOS SCHNEIDER PERU SAC ;05203044;4;2.8;7.36;2;3.375;24.84;69.552
OC-0019-09-16;10/09/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;03502001;16;6;9.465;2;3.386;32.04849;192.29094
OC-0065-08-16;18/08/2016;AISLA PERU S.A.C.;04505150;16;15;38.1356;2;3.318;126.5339208;1898.008812
OC-0058-08-16;17/08/2016;CORPORACION ACEROS AREQUIPA S.A.;00101498;2;14;139.49;2;3.31;461.7119;6463.9666
OC-0069-08-16;19/08/2016;MHP MUNDO ACERO S.A.C.;01301023;2;2;63.559322;1;1;63.559322;127.118644
OC-0069-08-16;19/08/2016;MHP MUNDO ACERO S.A.C.;01301024;2;30;20.338983;1;1;20.338983;610.16949
OC-0093-08-16;29/08/2016;C & M SERVICENTROS SOCIEDAD ANONIMA CERRADA;01401007;3;50.92;8.605;1;1;8.605;438.1666
OC-0091-08-16;29/08/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05203003;4;1;6.65;2;3.346;22.2509;22.2509
OC-0100-08-16;31/08/2016;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;05302012;3;1;15.5;2;3.371;52.2505;52.2505
OC-0100-08-16;31/08/2016;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;05304084;3;4;22.5;2;3.371;75.8475;303.39
OC-0002-09-16;5/09/2016;SG INDUSTRIAL SAC;02205123;16;10;2.2;1;1;2.2;22
OC-0019-09-16;10/09/2016;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05202053;4;0.5;9.94;2;3.386;33.65684;16.82842
OC-0078-08-16;23/08/2016;SOLDEX S.A.;01502024;16;5;7.5;2;3.342;25.065;125.325
OC-0078-08-16;23/08/2016;SOLDEX S.A.;01502004;16;20;9.69;2;3.342;32.38398;647.6796
OC-0078-08-16;23/08/2016;SOLDEX S.A.;01502003;16;20;6.99;2;3.342;23.36058;467.2116
OC-0082-08-16;23/08/2016;COMFER S.A.;04505033;2;270;3.57;2;3.342;11.93094;3221.3538
OC-0021-09-16;10/09/2016;ELECTRO RUDY E.I.R.L.;07301015;16;2;207.627118;1;1;207.627118;415.254236
OC-0021-09-16;10/09/2016;ELECTRO RUDY E.I.R.L.;07301018;16;2;292.372881;1;1;292.372881;584.745762
OC-0021-09-16;10/09/2016;ELECTRO RUDY E.I.R.L.;07301028;16;1;347.457627;1;1;347.457627;347.457627
OC-0022-09-16;10/09/2016;PERUVIAN SPIRITS COMPANY S.A.C.;05001001;16;10;11.016949;1;1;11.016949;110.16949
OC-0023-09-16;12/09/2016;HOMECENTERS PERUANOS S.A. - PROMART;05001031;16;5;11.779661;1;1;11.779661;58.898305
OC-0023-09-16;12/09/2016;HOMECENTERS PERUANOS S.A. - PROMART;05001032;16;5;33.813559;1;1;33.813559;169.067795
OC-0024-09-16;12/09/2016;TAI LOY SA;06801030;16;24;3.033898;1;1;3.033898;72.813552
OC-0024-09-16;12/09/2016;TAI LOY SA;06801061;16;25;0.127118;1;1;0.127118;3.17795
OC-0041-09-16;19/09/2016;PERUVIAN SPIRITS COMPANY S.A.C.;05001001;16;20;11.016949;1;1;11.016949;220.33898
OC-0042-09-16;19/09/2016;TODO PARA CORTAR Y SOLDAR SAC ;01702004;34;10;9.6;2;3.396;32.6016;326.016
OC-0031-09-16;13/09/2016;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;05304108;3;150;22.5;2;3.401;76.5225;11478.375
OC-0031-09-16;13/09/2016;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;05302012;3;25;15.5;2;3.401;52.7155;1317.8875
OC-0032-09-16;13/09/2016;TAI LOY SA;00901014;16;3;5.254237;1;1;5.254237;15.762711
OC-0032-09-16;13/09/2016;TAI LOY SA;00901016;50;3;7.567796;1;1;7.567796;22.703388
OC-0032-09-16;13/09/2016;TAI LOY SA;00901012;22;1;14.203389;1;1;14.203389;14.203389
OC-0032-09-16;13/09/2016;TAI LOY SA;00901043;3;1;30.932203;1;1;30.932203;30.932203
OC-0032-09-16;13/09/2016;TAI LOY SA;00901007;3;1;10.084745;1;1;10.084745;10.084745
OC-0032-09-16;13/09/2016;TAI LOY SA;00901059;16;2;6.101694;1;1;6.101694;12.203388
OC-0032-09-16;13/09/2016;TAI LOY SA;00901057;16;1;10.169491;1;1;10.169491;10.169491
OC-0032-09-16;13/09/2016;TAI LOY SA;05001010;39;2;1.440678;1;1;1.440678;2.881356
OC-0032-09-16;13/09/2016;TAI LOY SA;00901026;25;1;12.245762;1;1;12.245762;12.245762
OC-0032-09-16;13/09/2016;TAI LOY SA;00901056;16;2;13.279661;1;1;13.279661;26.559322
OC-0032-09-16;13/09/2016;TAI LOY SA;03203085;18;2;7.372881;1;1;7.372881;14.745762
OC-0032-09-16;13/09/2016;TAI LOY SA;00901015;3;1;9.915254;1;1;9.915254;9.915254
OC-0032-09-16;13/09/2016;TAI LOY SA;00901055;16;1;7.364406;1;1;7.364406;7.364406
OC-0032-09-16;13/09/2016;TAI LOY SA;01505005;16;12;0.19774;1;1;0.19774;2.37288
OC-0032-09-16;13/09/2016;TAI LOY SA;00901058;25;5;44.101694;1;1;44.101694;220.50847
OC-0032-09-16;13/09/2016;TAI LOY SA;05001017;40;4;1.016949;1;1;1.016949;4.067796
OC-0039-09-16;17/09/2016;CENCOSUD RETAIL PERU S.A.;05001035;16;10;6.559322;1;1;6.559322;65.59322
OC-0033-09-16;13/09/2016;DIMARI TOTAL SECURITY EIRL ;00901001;3;1;11.02;1;1;11.02;11.02
OC-0033-09-16;13/09/2016;DIMARI TOTAL SECURITY EIRL ;01505007;25;2;3.95;1;1;3.95;7.9
OC-0033-09-16;13/09/2016;DIMARI TOTAL SECURITY EIRL ;00901060;16;1;3.95;1;1;3.95;3.95
OC-0037-09-16;16/09/2016;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;05304014;3;20;22.5;2;3.39;76.275;1525.5
OC-0037-09-16;16/09/2016;CORPORACION PERUANA DE INDUSTRIAS QUIMICAS S.A.- QROMA;05302012;3;6;15.5;2;3.39;52.545;315.27
OC-0039-09-16;17/09/2016;CENCOSUD RETAIL PERU S.A.;06801066;16;10;2.203389;1;1;2.203389;22.03389
OC-0040-09-16;17/09/2016;MIFARMA S.A.C.;01101034;16;10;0.813559;1;1;0.813559;8.13559
OC-0042-09-16;19/09/2016;TODO PARA CORTAR Y SOLDAR SAC ;01702006;34;10;6.3;2;3.396;21.3948;213.948
OC-0043-09-16;19/09/2016;INDURA PERU S.A.;02401001;7;150;4;1;1;4;600
OC-0043-09-16;19/09/2016;INDURA PERU S.A.;02403001;17;500;4.3;1;1;4.3;2150
OC-0044-09-16;19/09/2016;DIMARI TOTAL SECURITY EIRL ;00901010;6;3;5.08;1;1;5.08;15.24
OC-0044-09-16;19/09/2016;DIMARI TOTAL SECURITY EIRL ;03203085;18;2;7.63;1;1;7.63;15.26
OC-0044-09-16;19/09/2016;DIMARI TOTAL SECURITY EIRL ;00901055;16;1;12.71;1;1;12.71;12.71
OC-0044-09-16;19/09/2016;DIMARI TOTAL SECURITY EIRL ;01505003;25;2;22.03;1;1;22.03;44.06
OC-0044-09-16;19/09/2016;DIMARI TOTAL SECURITY EIRL ;02205016;16;5;5.93;1;1;5.93;29.65
OC-0044-09-16;19/09/2016;DIMARI TOTAL SECURITY EIRL ;01601004;16;10;2.58;1;1;2.58;25.8
OC-0045-09-16;19/09/2016;LIDERTEC S.A.;05302021;8;3;715;1;1;715;2145
OC-0070-09-16;27/09/2016;C & M SERVICENTROS SOCIEDAD ANONIMA CERRADA;01401008;3;40;10.4625;1;1;10.4625;418.5
OC-0070-09-16;27/09/2016;C & M SERVICENTROS SOCIEDAD ANONIMA CERRADA;01401007;3;70.63;8.68949;1;1;8.68949;613.738679
OC-0047-09-16;19/09/2016;SEDISA SAC;06302003;7;495;3.3;2;3.396;11.2068;5547.366
OC-0047-09-16;19/09/2016;SEDISA SAC;01501004;16;500;2.3;2;3.396;7.8108;3905.4
OC-0049-09-16;19/09/2016;SG INDUSTRIAL SAC;01505002;25;5;11;1;1;11;55
OC-0049-09-16;19/09/2016;SG INDUSTRIAL SAC;03203021;16;25;2.8;1;1;2.8;70
OC-0049-09-16;19/09/2016;SG INDUSTRIAL SAC;07401008;16;20;5.8;1;1;5.8;116
OC-0049-09-16;19/09/2016;SG INDUSTRIAL SAC;01601003;16;50;5.5;1;1;5.5;275
OC-0049-09-16;19/09/2016;SG INDUSTRIAL SAC;03203020;16;25;2.8;1;1;2.8;70
OC-0049-09-16;19/09/2016;SG INDUSTRIAL SAC;02205003;16;5;27;1;1;27;135
OC-0049-09-16;19/09/2016;SG INDUSTRIAL SAC;06801162;16;10;1.8;1;1;1.8;18
OC-0049-09-16;19/09/2016;SG INDUSTRIAL SAC;01601002;16;25;4.2;1;1;4.2;105
OC-0047-09-16;19/09/2016;SEDISA SAC;06302002;7;450;1.5;2;3.396;5.094;2292.3
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101035;52;10;1.313559;1;1;1.313559;13.13559
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101011;20;1;5.084745;1;1;5.084745;5.084745
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101036;25;50;1.449152;1;1;1.449152;72.4576
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101037;25;10;1.406779;1;1;1.406779;14.06779
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101038;52;10;7.966101;1;1;7.966101;79.66101
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101039;16;10;3.915254;1;1;3.915254;39.15254
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101040;52;10;10.322033;1;1;10.322033;103.22033
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101041;28;20;1.144067;1;1;1.144067;22.88134
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101042;16;10;3.68644;1;1;3.68644;36.8644
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101043;16;10;8.067796;1;1;8.067796;80.67796
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101020;20;1;13.559322;1;1;13.559322;13.559322
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101002;16;100;0.135593;1;1;0.135593;13.5593
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101015;52;10;1.271186;1;1;1.271186;12.71186
OC-0050-09-16;20/09/2016;ECKERD PERU S.A.;01101018;52;10;6.638135;1;1;6.638135;66.38135
OC-0051-09-16;20/09/2016;SALAZAR JULCA CESAR AUGUSTO;01101044;16;24;1.525423;1;1;1.525423;36.610152
OC-0051-09-16;20/09/2016;SALAZAR JULCA CESAR AUGUSTO;01101002;16;25;0.644067;1;1;0.644067;16.101675
OC-0053-09-16;21/09/2016;TIENDAS PERUANAS S.A.;07702004;16;1;21.101694;1;1;21.101694;21.101694
OC-0054-09-16;21/09/2016;RIO INDUSTRIAL S.A.C;05401022;2;2200;1.79;2;3.389;6.06631;13345.882
OC-0064-06-16;21/06/2016;TAI LOY SA;06801006;32;12;0.29661;1;1;0.29661;3.55932
OC-0064-06-16;21/06/2016;TAI LOY SA;06801037;5;2;35.688135;1;1;35.688135;71.37627
OC-0064-06-16;21/06/2016;TAI LOY SA;06801144;5;5;16.610169;1;1;16.610169;83.050845
OC-0073-09-16;29/09/2016;TUBISA SAC;00101507;2;6;3481.37;2;3.378;11760.06786;70560.40716
OC-0073-09-16;29/09/2016;TUBISA SAC;00101508;2;12;300.67;2;3.378;1015.66326;12187.95912
00473-05-2015;25/05/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05202021;4;1.2;123.22;2;3.148;387.89656;465.475872
00473-05-2015;25/05/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05203012;4;1;30.55;2;3.148;96.1714;96.1714
00473-05-2015;25/05/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05202008;16;0.2;19.05;2;3.148;59.9694;11.99388
00473-05-2015;25/05/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05203006;4;0.2;12.64;2;3.148;39.79072;7.958144
00489-05-2015;27/05/2015;MAQUINARIAS JAAM S.A.;01801002;16;2;118.220339;1;1;118.220339;236.440678
00497-05-2015;30/05/2015;RASH PERU S.A.C.;07502006;16;1;135.51;1;1;135.51;135.51
00498-05-2015;30/05/2015;RASH PERU S.A.C.;07502007;27;1;253.39;1;1;253.39;253.39
00501-06-2015;1/06/2015;COMERCIAL DISTRIBUIDORA BAYONA S.A.C.;03203016;18;12;21.25;1;1;21.25;255
00501-06-2015;1/06/2015;COMERCIAL DISTRIBUIDORA BAYONA S.A.C.;03203025;18;12;20;1;1;20;240
00501-06-2015;1/06/2015;COMERCIAL DISTRIBUIDORA BAYONA S.A.C.;03203045;18;12;5.3;1;1;5.3;63.6
00480-05-2015;26/05/2015;DIMERC PERU S.A.C.;06801010;16;2;2.22;1;1;2.22;4.44
00480-05-2015;26/05/2015;DIMERC PERU S.A.C.;06801077;16;3;11.53;1;1;11.53;34.59
00480-05-2015;26/05/2015;DIMERC PERU S.A.C.;06801095;5;1;16;1;1;16;16
00483-05-2015;26/05/2015;SEDISA SAC;06301003;7;200;2.98;2;3.151;9.38998;1877.996
00483-05-2015;26/05/2015;SEDISA SAC;06301001;7;100;3.01;2;3.151;9.48451;948.451
00501-06-2015;1/06/2015;COMERCIAL DISTRIBUIDORA BAYONA S.A.C.;03203019;18;12;19;1;1;19;228
00501-06-2015;1/06/2015;COMERCIAL DISTRIBUIDORA BAYONA S.A.C.;03203099;18;12;12.42;1;1;12.42;149.04
00501-06-2015;1/06/2015;COMERCIAL DISTRIBUIDORA BAYONA S.A.C.;03203102;16;12;25;1;1;25;300
00531-06-2015;8/06/2015;COMPAÑIA DISTRIBUIDORA DE PERNOS Y AFINES S.R.LTDA;00802004;16;12;24.45;2;3.153;77.09085;925.0902
00536-06-2015;9/06/2015;C & M SERVICENTROS SOCIEDAD ANONIMA CERRADA;01401007;3;53.12;8.495;1;1;8.495;451.2544
00539-06-2015;10/06/2015;RUMI IMPORT S.A.;05201064;4;4;3.7512;2;3.153;11.8275336;47.310134
00539-06-2015;10/06/2015;RUMI IMPORT S.A.;05203026;4;5.6;0.4896;2;3.153;1.5437088;8.644769
00539-06-2015;10/06/2015;RUMI IMPORT S.A.;05202022;4;5.6;1.0656;2;3.153;3.3598368;18.815086
00539-06-2015;10/06/2015;RUMI IMPORT S.A.;01301002;4;1.6;1.20312;2;3.153;3.79343736;6.0695
00539-06-2015;10/06/2015;RUMI IMPORT S.A.;05201063;4;6;7.1136;2;3.153;22.4291808;134.575085
00541-06-2015;10/06/2015;EMBOTELLADORA MACARENA E.I.R.L.;05001001;16;20;8.474576;1;1;8.474576;169.49152
00546-06-2015;11/06/2015;DISTRIBUIDORA DE MATERIALES E INVERSIONES ROMA E.I.R.L.;04505030;17;5;33.898305;1;1;33.898305;169.491525
00546-06-2015;11/06/2015;DISTRIBUIDORA DE MATERIALES E INVERSIONES ROMA E.I.R.L.;04505027;7;2;3.813559;1;1;3.813559;7.627118
00546-06-2015;11/06/2015;DISTRIBUIDORA DE MATERIALES E INVERSIONES ROMA E.I.R.L.;04505010;7;2;3.8136;1;1;3.8136;7.6272
00546-06-2015;11/06/2015;DISTRIBUIDORA DE MATERIALES E INVERSIONES ROMA E.I.R.L.;04505029;17;9;38.1356;1;1;38.1356;343.2204
00502-06-2015;1/06/2015;DIMARI TOTAL SECURITY EIRL ;03203020;16;12;2.85;1;1;2.85;34.2
00502-06-2015;1/06/2015;DIMARI TOTAL SECURITY EIRL ;03203021;16;24;2.85;1;1;2.85;68.4
00502-06-2015;1/06/2015;DIMARI TOTAL SECURITY EIRL ;03203039;16;100;1.69;1;1;1.69;169
00502-06-2015;1/06/2015;DIMARI TOTAL SECURITY EIRL ;03203047;32;10;11.33;1;1;11.33;113.3
00502-06-2015;1/06/2015;DIMARI TOTAL SECURITY EIRL ;03203022;16;6;1.27;1;1;1.27;7.62
00502-06-2015;1/06/2015;DIMARI TOTAL SECURITY EIRL ;03203051;16;50;1.69;1;1;1.69;84.5
00502-06-2015;1/06/2015;DIMARI TOTAL SECURITY EIRL ;03203028;16;12;13.56;1;1;13.56;162.72
00502-06-2015;1/06/2015;DIMARI TOTAL SECURITY EIRL ;03203120;32;10;5.22;1;1;5.22;52.2
00549-06-2015;11/06/2015;MAQUINARIAS JAAM S.A.;01801002;16;1;118.203389;1;1;118.203389;118.203389
00549-06-2015;11/06/2015;MAQUINARIAS JAAM S.A.;01801019;16;1;236.406779;1;1;236.406779;236.406779
00551-06-2015;12/06/2015;TAI LOY SA;06801075;16;18;2.076111;1;1;2.076111;37.369998
00548-06-2015;11/06/2015;DIMARI TOTAL SECURITY EIRL ;04601001;16;30;18.17;1;1;18.17;545.1
00548-06-2015;11/06/2015;DIMARI TOTAL SECURITY EIRL ;01601009;7;20;2.32;1;1;2.32;46.4
00548-06-2015;11/06/2015;DIMARI TOTAL SECURITY EIRL ;04601011;7;100;3.15;1;1;3.15;315
00552-06-2015;12/06/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;00102004;16;80;0.84;2;3.155;2.6502;212.016
00552-06-2015;12/06/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;00102005;16;130;0.51;2;3.155;1.60905;209.1765
00620-07-2015;1/07/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;02202016;16;1;678.7;2;3.158;2143.3346;2143.3346
00620-07-2015;1/07/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;02205122;16;4;3.75;2;3.158;11.8425;47.37
00623-07-2015;2/07/2015;DIMARI TOTAL SECURITY EIRL ;01504001;16;24;16.95;1;1;16.95;406.8
00623-07-2015;2/07/2015;DIMARI TOTAL SECURITY EIRL ;04601001;16;20;18.17;1;1;18.17;363.4
00623-07-2015;2/07/2015;DIMARI TOTAL SECURITY EIRL ;03203045;18;12;6.36;1;1;6.36;76.32
00623-07-2015;2/07/2015;DIMARI TOTAL SECURITY EIRL ;01505001;25;2;53.39;1;1;53.39;106.78
00554-06-2015;12/06/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05204010;16;25;68.44;2;3.155;215.9282;5398.205
00554-06-2015;12/06/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05202024;4;3.36;145.14;2;3.155;457.9167;1538.600112
00554-06-2015;12/06/2015;SUMINISTROS GENERALES Y MANTENIMIENTO INDUSTRIAL SRL;05203028;4;0.5;27.97;2;3.155;88.24535;44.122675
