id,name,bill_type,account_id,member_id,account_book_id,category_id,money,icon,icon_fontFamily,note,transfer_to_id,extdata,task_id,fecha
370,alimentos,1,1,1,1,36,10.0,97,cute-color,lonche,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726280526630
371,neko,1,1,1,1,38,20.0,354,cute-color,yape,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726280540192
372,basedata.social,1,1,1,1,15,17.0,32,cute-color,piqueos,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726290000000
373,transporte,1,1,1,1,34,8.1,31,cute-color,comas-home,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726447071076
374,neko,1,1,1,1,38,10.0,354,cute-color,fresa + leche condensada ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726447159073
375,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726549200000
376,familia,1,1,1,1,35,6.4,48,cute-color,lonche,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726705613260
377,neko,1,1,1,1,38,15.6,354,cute-color,taxi comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726721449855
378,neko,1,1,1,1,38,36.0,354,cute-color,sandwich+ jugo x2,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726721461466
379,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726722000000
380,entretenimiento,1,1,1,1,32,59.0,66,cute-color,terran,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726894800000
381,basedata.social,1,1,1,1,15,25.0,32,cute-color,disco,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726894800000
382,alimentos,1,1,1,1,36,14.0,97,cute-color,caldo de gallina x2,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727063654144
383,neko,1,1,1,1,38,15.0,354,cute-color,flores amarillas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1726894800000
384,win,1,1,1,1,25,20.0,203,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727147317746
385,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727067600000
386,basedata.medical,1,1,1,1,22,7.9,39,cute-color,pastillas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727326800000
387,basedata.medical,1,1,1,1,22,4.0,39,cute-color,pastillas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727240400000
388,Kia atom,1,1,1,1,39,30.0,116,cute-color,llaves,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727326800000
389,neko,1,1,1,1,38,12.0,354,cute-color,tacacho,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727240400000
390,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727154000000
391,basedata.gift,1,1,1,1,17,215.0,34,cute-color,carrion chito,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727413200000
392,basedata.communication,1,1,1,1,18,32.3,35,cute-color,entel,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727544231201
393,neko,1,1,1,1,38,12.5,354,cute-color,pinkberry,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727413200000
394,basedata.medical,1,1,1,1,22,7.0,39,cute-color,pastillas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727499600000
395,basedata.medical,1,1,1,1,22,18.0,39,cute-color,pastillas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727546876002
396,mazoneria,1,1,1,1,13,355.0,441,cute-color,terno+ Michi+camisa+medias+porta+pasajes,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727581404574
397,neko,1,1,1,1,38,21.5,354,cute-color,piqueos,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727499600000
398,transporte,1,1,1,1,34,8.0,31,cute-color,comas-home,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727499600000
399,neko,1,1,1,1,38,15.0,354,cute-color,chaufa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727499600000
400,Kia atom,1,1,1,1,39,50.0,116,cute-color,gasolina,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727586000000
401,transporte,1,1,1,1,34,4.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727643996137
402,basedata.gift,1,1,1,1,17,12.5,34,cute-color,inka cola,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727644005710
403,transporte,1,1,1,1,34,3.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727586000000
404,neko,1,1,1,1,38,5.0,354,cute-color,mango,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727586000000
405,transporte,1,1,1,1,34,3.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727586000000
406,neko,1,1,1,1,38,3.0,354,cute-color,agua mineral,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727586000000
407,transporte,1,1,1,1,34,2.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727586000000
408,basedata.medical,1,1,1,1,22,5.0,39,cute-color,pastillas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727586000000
409,neko,1,1,1,1,38,3.5,354,cute-color,chifle,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727586000000
410,mazoneria,1,1,1,1,13,60.0,441,cute-color,vinos,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727586000000
411,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727758800000
412,win,1,1,1,1,25,20.0,203,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727758800000
413,neko,1,1,1,1,38,1.5,354,cute-color,vizio,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727758800000
414,neko,1,1,1,1,38,0.0,354,cute-color,pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727758800000
415,mazoneria,1,1,1,1,13,24.5,441,cute-color,pasajes,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727672400000
416,neko,1,1,1,1,38,200.0,354,cute-color,deuda liz,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727758800000
417,entretenimiento,1,1,1,1,32,15.0,66,cute-color,entradas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727758800000
418,alimentos,1,1,1,1,36,8.0,97,cute-color,tripita,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727845200000
419,neko,1,1,1,1,38,27.9,354,cute-color,taxis,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727845200000
420,transporte,1,1,1,1,34,2.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727845200000
421,entretenimiento,1,1,1,1,32,65.0,66,cute-color,estadio late,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727931600000
422,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727931600000
423,entretenimiento,1,1,1,1,32,6.5,66,cute-color,peaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1728018000000
424,Kia atom,1,1,1,1,39,50.0,116,cute-color,gasolina,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1728190800000
425,basedata.gift,1,1,1,1,17,18.0,34,cute-color,brochetas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1727931600000
426,neko,1,1,1,1,38,7.5,354,cute-color,refrescos,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1728018000000
427,basedata.gift,1,1,1,1,17,485.0,34,cute-color,carrion chito,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
428,alimentos,1,1,1,1,36,15.0,97,cute-color,chuleta,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
429,basedata.social,1,1,1,1,15,60.0,32,cute-color,halloween entrada,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
431,basedata.communication,1,1,1,1,18,32.9,35,cute-color,entel,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
432,neko,1,1,1,1,38,20.0,354,cute-color,capa hallowen,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
433,neko,1,1,1,1,38,22.0,354,cute-color,tacacho,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
434,alimentos,1,1,1,1,36,15.0,97,cute-color,tacacho,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
435,win,1,1,1,1,25,10.3,203,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
436,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
437,basedata.education,1,1,1,1,24,25.0,40,cute-color,chat gpt,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
438,basedata.gift,1,1,1,1,17,200.0,34,cute-color,regalos cumpleaños,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
439,inversion,1,1,1,1,33,124.0,341,cute-color,cambio dolares,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
440,prestamos,1,1,1,1,40,400.0,194,cute-color,preste a anderson,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
441,Kia atom,1,1,1,1,39,50.0,116,cute-color,gasolina,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730446216998
442,basedata.social,1,1,1,1,15,0.0,32,cute-color,peaje haloween,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730446332575
443,basedata.social,1,1,1,1,15,0.0,32,cute-color,cochera haloween,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730446383276
445,neko,1,1,1,1,38,18.5,354,cute-color,piqueos,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730446400437
446,basedata.social,1,1,1,1,15,6.6,32,cute-color,peaje haloween,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730485384186
447,neko,1,1,1,1,38,300.0,354,cute-color,pague ropa liz,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730485394377
449,Kia atom,1,1,1,1,39,15.0,116,cute-color,gnv,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730487006703
450,neko,1,1,1,1,38,24.0,354,cute-color,ceviche,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730496904661
451,familia,1,1,1,1,35,150.0,48,cute-color,mercado,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730589951369
452,neko,1,1,1,1,38,18.5,354,cute-color,frapes,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
453,alimentos,1,1,1,1,36,31.0,97,cute-color,pinkberry x2,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730437200000
454,entretenimiento,1,1,1,1,32,122.2,66,cute-color,japan,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730625175257
455,basedata.beautify,1,1,1,1,21,107.84,38,cute-color,zapatillas ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730708318498
456,transporte,1,1,1,1,34,4.0,31,cute-color,bus comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730610000000
457,mazoneria,1,1,1,1,13,25.0,441,cute-color,refrigerio ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730778746197
458,win,1,1,1,1,25,15.0,203,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730782800000
459,win,1,1,1,1,25,12.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730782800000
460,basedata.social,1,1,1,1,15,20.0,32,cute-color,entrada para halloween ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730782800000
461,neko,1,1,1,1,38,65.0,354,cute-color,capa conejo,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730782800000
462,Apuestas,1,1,1,1,16,15.0,320,cute-color,ruleta,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730782800000
463,basedata.gift,1,1,1,1,17,5.0,34,cute-color,ruleta,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730782800000
464,neko,1,1,1,1,38,15.0,354,cute-color,algodón,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730782800000
465,basedata.gift,1,1,1,1,17,68.0,34,cute-color,pollo brasa- liz,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730782800000
466,entretenimiento,1,1,1,1,32,52.0,66,cute-color,estadio good,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730869200000
467,basedata.gift,1,1,1,1,17,3.0,34,cute-color,regale a mama,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730869200000
468,basedata.gift,1,1,1,1,17,13.0,34,cute-color,angisita,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731034877306
469,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731042000000
470,Kia atom,1,1,1,1,39,60.0,116,cute-color,mantenimiento radiador ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731042000000
471,transporte,1,1,1,1,34,4.0,31,cute-color,bus comas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731042000000
472,transporte,1,1,1,1,34,16.3,31,cute-color,taxi u,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731202146068
473,alimentos,1,1,1,1,36,5.0,97,cute-color,sopa seca,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731202167537
474,basedata.beautify,1,1,1,1,21,20.0,38,cute-color,polera u,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731202181756
475,alimentos,1,1,1,1,36,7.0,97,cute-color,ceviche,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731202195573
476,alimentos,1,1,1,1,36,6.0,97,cute-color,bebida,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731202218177
477,basedata.social,1,1,1,1,15,20.0,32,cute-color,entrada u 100 celebración ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731202279089
478,basedata.beautify,1,1,1,1,21,10.0,38,cute-color,corte,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1730955600000
479,basedata.social,1,1,1,1,15,30.0,32,cute-color,cervezas u,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731128400000
480,basedata.social,1,1,1,1,15,45.0,32,cute-color,pollo Broaster,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731128400000
481,alimentos,1,1,1,1,36,10.0,97,cute-color,sandwich,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731214800000
482,transporte,1,1,1,1,34,1.0,31,cute-color,bus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731214800000
483,entretenimiento,1,1,1,1,32,10.0,66,cute-color,OF,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731214800000
484,neko,1,1,1,1,38,20.0,354,cute-color,repuesto ducha,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731351484807
485,alimentos,1,1,1,1,36,31.0,97,cute-color,Starbucks,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731301200000
486,familia,1,1,1,1,35,23.2,48,cute-color,tottus,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731301200000
487,win,1,1,1,1,25,12.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731455126871
488,alimentos,1,1,1,1,36,20.0,97,cute-color,lasagna,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731469942209
489,basedata.gift,1,1,1,1,17,3.6,34,cute-color,bebidas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731469950307
490,basedata.gift,1,1,1,1,17,8.0,34,cute-color,brochetas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731470016759
491,transporte,1,1,1,1,34,13.0,31,cute-color,comas-home,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731444480000
492,entretenimiento,1,1,1,1,32,85.0,66,cute-color,machine learning god,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731554593129
493,win,1,1,1,1,25,6.0,203,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731644935121
494,win,1,1,1,1,25,2.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731644945263
495,alimentos,1,1,1,1,36,15.0,97,cute-color,chifa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731644965127
496,neko,1,1,1,1,38,78.0,354,cute-color,cholosoy,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731707627649
497,neko,1,1,1,1,38,20.0,354,cute-color,masajes ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731724480017
498,Kia atom,1,1,1,1,39,50.0,116,cute-color,gasolina,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731729456138
499,deudas,1,1,1,1,23,20.0,24,cute-color,asesoría deuda,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731531720000
500,basedata.medical,1,1,1,1,22,39.0,39,cute-color,dermatólogo ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731790972201
501,neko,1,1,1,1,38,19.0,354,cute-color,olis,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731821457559
502,basedata.gift,1,1,1,1,17,13.0,34,cute-color,olis,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731821470257
503,transporte,1,1,1,1,34,5.0,31,cute-color,cochera,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731821481533
504,transporte,1,1,1,1,34,10.0,31,cute-color,gnv,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731825093288
505,transporte,1,1,1,1,34,8.0,31,cute-color,comas-home,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731892867790
506,basedata.medical,1,1,1,1,22,24.0,39,cute-color,preparado acne,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731892885399
507,alimentos,1,1,1,1,36,8.0,97,cute-color,fresas ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731892903376
508,alimentos,1,1,1,1,36,2.5,97,cute-color,gatorade,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731892926198
509,basedata.medical,1,1,1,1,22,24.6,39,cute-color,doxiciclina x100,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731899517687
510,neko,1,1,1,1,38,23.0,354,cute-color,aceite de coco,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731899659637
511,basedata.medical,1,1,1,1,22,15.0,39,cute-color,polo,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731899672651
512,neko,1,1,1,1,38,11.7,354,cute-color,metro,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731899740464
513,basedata.medical,1,1,1,1,22,11.9,39,cute-color,jabón Dove ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731899774946
514,basedata.gift,1,1,1,1,17,8.2,34,cute-color,yogurt ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731899787544
515,mazoneria,1,1,1,1,13,140.0,441,cute-color,cuota,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731983289995
516,basedata.medical,1,1,1,1,22,70.0,39,cute-color,bloqueador,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1731989389303
517,win,1,1,1,1,25,13.0,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732070027962
518,win,1,1,1,1,25,6.0,203,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732070047877
519,basedata.medical,1,1,1,1,22,7.0,39,cute-color,pastilla gripe,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732070073289
520,basedata.medical,1,1,1,1,22,5.0,39,cute-color,pastilla gripe,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732145182445
521,win,1,1,1,1,25,20.0,203,cute-color,tarjeta metro univ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732145200756
522,alimentos,1,1,1,1,36,17.0,97,cute-color,queque,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732115880000
523,win,1,1,1,1,25,5.5,203,cute-color,metropolitano,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732202280000
524,win,1,1,1,1,25,13.5,203,cute-color,almuerzo + pasaje,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732202340000
525,basedata.medical,1,1,1,1,22,10.0,39,cute-color,pastillas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732202400000
526,familia,1,1,1,1,35,6.5,48,cute-color,comida gato,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732202400000
527,familia,1,1,1,1,35,10.0,48,cute-color,comida gato,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732202460000
528,neko,1,1,1,1,38,13.5,354,cute-color,brocheta,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732029720000
529,basedata.medical,1,1,1,1,22,19.5,39,cute-color,gripe inyección ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732334928795
530,basedata.gift,1,1,1,1,17,7.0,34,cute-color,helados,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732334938314
531,alimentos,1,1,1,1,36,30.2,97,cute-color,pollo Broaster playa,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732407561076
532,basedata.gift,1,1,1,1,17,9.5,34,cute-color,jugo naranja mafer,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732415884566
533,alimentos,1,1,1,1,36,15.0,97,cute-color,pechuga broaster,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732329515000
534,entretenimiento,1,1,1,1,32,61.0,66,cute-color,machine learning god,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732338000000
535,familia,1,1,1,1,35,110.0,48,cute-color,mercado,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732338000000
536,basedata.medical,1,1,1,1,22,12.9,39,cute-color,ambrosol + zetiricina ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732465923000
537,neko,1,1,1,1,38,18.5,354,cute-color,frapes,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732424400000
538,basedata.gift,1,1,1,1,17,8.0,34,cute-color,pasajes,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732424400000
539,inversion,1,1,1,1,33,150.0,341,cute-color,aliexpress,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732572427531
540,Kia atom,1,1,1,1,39,50.0,116,cute-color,gasolina,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732572458441
541,alimentos,1,1,1,1,36,3.5,97,cute-color,yogurt ,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732510800000
542,neko,1,1,1,1,38,3.5,354,cute-color,chifle,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732510800000
543,neko,1,1,1,1,38,7.0,354,cute-color,brocheta,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732510800000
544,neko,1,1,1,1,38,50.0,354,cute-color,analisis,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732629141960
545,deudas,1,1,1,1,23,25.0,24,cute-color,asesoría deuda 2,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732648017565
546,neko,1,1,1,1,38,10.0,354,cute-color,patitas,,"{""latitude"":null,""longitude"":null,""pictures"":null,""attachBillIds"":null}",,1732601302000
